Unnamed: 0,Season,DayNum,WTeamID,LTeamID,WScore,LScore,team1Id,team2Id,y,winnerTeamId,team1Name,team2Name,team1_Seed,team2_Seed,ARate_diff,Active Coaching Length Index_diff,AdjDE_diff,AdjEM_diff,AdjOE_diff,AdjTempo_diff,Adjusted Defensive Efficiency_diff,Adjusted Defensive Efficiency Rank_diff,Adjusted Offensive Efficiency_diff,Adjusted Offensive Efficiency Rank_diff,Adjusted Temo_diff,Adjusted Tempo Rank_diff,BlockPct_diff,DE_diff,Def2PtFG_diff,Def3PtFG_diff,DefFT_diff,FG2Pct_diff,FG3Pct_diff,FG3Rate_diff,FTPct_diff,FTRate_diff,OE_diff,ORPct_diff,Off2PtFG_diff,Off3PtFG_diff,OffFT_diff,OppARate_diff,OppBlockPct_diff,OppFG2Pct_diff,OppFG3Pct_diff,OppFG3Rate_diff,OppFTPct_diff,OppStlRate_diff,Pre-Tournament.AdjDE_diff,Pre-Tournament.AdjEM_diff,Pre-Tournament.AdjOE_diff,Pre-Tournament.AdjTempo_diff,Pre-Tournament.DE_diff,Pre-Tournament.OE_diff,Pre-Tournament.RankAdjDE_diff,Pre-Tournament.RankAdjEM_diff,Pre-Tournament.RankAdjOE_diff,Pre-Tournament.RankAdjTempo_diff,Pre-Tournament.RankDE_diff,Pre-Tournament.RankOE_diff,Pre-Tournament.RankTempo_diff,Pre-Tournament.Tempo_diff,RankARate_diff,RankAdjDE_diff,RankAdjEM_diff,RankAdjOE_diff,RankAdjTempo_diff,RankBlockPct_diff,RankDE_diff,RankDef2PtFG_diff,RankDef3PtFG_diff,RankDefFT_diff,RankFG2Pct_diff,RankFG3Pct_diff,RankFG3Rate_diff,RankFTPct_diff,RankFTRate_diff,RankOE_diff,RankORPct_diff,RankOff2PtFG_diff,RankOff3PtFG_diff,RankOffFT_diff,RankOppARate_diff,RankOppBlockPct_diff,RankOppFG2Pct_diff,RankOppFG3Pct_diff,RankOppFG3Rate_diff,RankOppFTPct_diff,RankOppStlRate_diff,RankStlRate_diff,RankTOPct_diff,RankTempo_diff,RankeFGPct_diff,Raw Defensive Efficiency_diff,Raw Defensive Efficiency Rank_diff,Raw Offensive Efficiency_diff,Raw Offensive Efficiency Rank_diff,Raw Tempo_diff,Raw Tempo Rank_diff,Seed_diff,StlRate_diff,TOPct_diff,Tempo_diff,eFGPct_diff,teamFgPct,teamThreePtPct,teamFtPct,teamEFgPct,teamAstTo,oppFgPct,oppThreePtPct,oppFtPct,oppEFgPct,oppAstTo,fgPctDiff,threePtPctDiff,ftPctDiff,eFgPctDiff,astToDiff
964,2018,134,1347,1254,71,61,1254,1347,0,1347,Long Island University,Radford,16,16,-4.449085750315298,-1.0,7.713999999999999,-8.3391202,-0.6260000000000048,8.5794,7.699999999999989,160,-0.6000000000000085,8,8.599999999999994,-307,-1.6052177098597395,4.259,6.571166704395495,-5.265346433520897,-1.305820270874598,5.199811444607398,-0.4667161377625035,-0.2347713404418954,-3.825396256185897,7.4840423577322,1.323999999999998,-2.580024899609402,1.4910909150135012,-3.1503469168377016,1.6592560018242004,-3.370355247039704,-2.12315721613529,1.5655746284279033,-1.7815086041207024,-5.090615003582002,-6.513565931672503,0.0078266459379398,7.506,-7.7525021,-0.2460000000000093,8.642799999999994,4.963999999999999,1.4769999999999897,161.0,81.0,8.0,-307.0,145.0,-36.0,-306.0,9.180999999999996,99,160,89,8,-307,75,120,-217,175,76,-210,33,8,157,-194,-31,83,-41,64,-103,-88,-153,65,-101,-170,-288,99,180,54,-305,-123,4.200000000000003,120,1.3000000000000114,-31,8.800000000000004,-305,0,-0.0217007599672796,0.7167318121748991,8.857199999999992,2.8729700344335,38.0,26.9,69.6,45.0,0.9,40.7,34.1,75.9,46.6,1.0,-2.7,-7.2,-6.3,-1.6,-0.1
965,2018,134,1382,1417,65,58,1382,1417,0,1382,St. Bonaventure,UCLA,11,11,-0.0043930940561978,12.0,-1.8857,-2.3111,-4.197000000000003,-0.8999000000000024,-1.9000000000000057,-29,-4.200000000000003,43,-0.8999999999999915,34,0.5791305550432995,-3.147999999999996,-3.2328590872023,-1.190534389045098,4.423393476247401,-2.9146871700393007,0.4475309503473994,-6.625723052466299,3.1609448486022984,5.029393530635197,-1.2830000000000013,0.8636753761434015,1.953303756386198,-5.515972406247101,3.5626686498607967,6.755702418651602,3.5021534442921,2.3888415083902004,-2.533172496984406,3.862230300957599,1.4261058344639963,-0.0077126822715282,-0.9699999999999988,-3.1880000000000006,-4.159000000000006,-1.2630000000000052,-2.9949999999999903,-0.8010000000000019,-16.0,21.0,36.0,52.0,-90.0,14.0,118.0,-2.3134999999999906,1,-29,12,43,34,-18,-88,81,39,-199,109,-6,175,-100,-79,15,-30,-50,140,-147,166,237,96,-125,79,101,-72,-190,-12,109,75,-3.0999999999999943,-88,-1.2999999999999972,15,-2.1000000000000085,109,0,0.0235919483047064,-0.2054970217495011,-2.0762,-2.090446000001002,37.0,18.4,72.7,40.3,0.7,42.0,33.3,60.0,52.0,0.6,-5.0,-14.9,12.7,-11.7,0.1
966,2018,135,1393,1113,60,56,1113,1393,0,1393,Arizona State,Syracuse,11,11,4.100615038115102,8.0,10.3793,-0.6898999999999997,9.689999999999998,8.408000000000001,10.399999999999991,118,9.700000000000005,-117,8.399999999999999,-302,-7.54232681431168,5.163499999999999,4.960900180460698,-3.918916528077496,-1.0419836523831023,6.671522599954898,4.562055389235997,8.470003132831998,-0.3398697712793108,0.8509555137843989,10.954000000000008,-6.822895758062398,-5.2396524682755015,7.361270174179801,-2.121617705904299,-16.826766779337895,1.192440636215549,5.146403136948301,2.4454135942386017,-4.560405106724595,-1.237672877353802,-0.0209452402547841,8.824799999999996,1.1211000000000002,9.945999999999998,8.161200000000008,4.954099999999997,11.099999999999994,113.0,-9.0,-111.0,-306.0,125.0,-179.0,-304.0,8.111999999999995,-95,118,8,-117,-302,118,124,-106,98,52,-245,-224,-210,16,-12,-189,187,149,-184,31,-67,95,174,108,-76,-65,-235,120,-222,-296,-258,5.200000000000003,124,11.0,-189,8.100000000000009,-296,0,-0.0175318077030793,-4.4398734865806,8.18119999999999,6.832706766917298,40.4,34.4,30.0,51.0,1.7,40.7,27.3,69.8,44.5,0.7,-0.3,7.1,-39.8,6.5,1.0
967,2018,135,1411,1300,64,46,1300,1411,0,1411,North Carolina Central,Texas Southern,16,16,9.139033264033202,9.0,-1.1929999999999978,-6.760209999999999,-7.953400000000002,-6.792900000000003,-1.2000000000000028,-23,-8.0,134,-6.700000000000003,290,0.1383267527766598,-5.378,-5.054865932888298,1.4701614163559,3.5847045165323017,2.7715882416024016,-3.4521729965848,-5.845565650841003,-4.351088665491403,-12.585260538736204,-3.632999999999996,4.383785043100104,11.792665227566602,-5.229702021246403,-6.562963206320198,-0.388643449873399,-3.0575646723782093,-1.283771311774295,-3.834504617253103,5.305850319837404,6.043198329490593,0.0018507818038562,-2.051000000000002,-5.0776,-7.1285000000000025,-6.628600000000006,-5.799000000000007,-2.9569999999999936,-27.0,60.0,128.0,285.0,-121.0,63.0,205.0,-4.735799999999998,-220,-23,73,134,290,-13,-118,175,-51,-184,-103,182,140,156,261,92,-132,-261,123,271,-9,-225,-63,-219,173,256,11,73,221,211,1,-5.299999999999997,-118,-3.5999999999999943,92,-4.799999999999997,211,0,-0.0097380573725431,3.643754657085001,-4.8426000000000045,-0.013580695822597,30.4,0.0,66.7,30.4,0.7,38.5,28.6,84.8,44.3,0.8,-8.1,-28.6,-18.1,-13.9,-0.1
968,2018,136,1104,1439,86,83,1104,1439,0,1104,Alabama,Virginia Tech,9,8,-7.887300669255602,0.0,-4.037999999999997,-2.6114999999999995,-6.650000000000006,-0.0322000000000031,-4.099999999999994,-50,-6.599999999999994,78,0.0,4,8.06699611862988,-1.218999999999994,2.0204621566983008,-5.867442705862203,3.846980549163898,-3.7836927223719954,-6.2172663656238,-4.351443988190098,-3.89612462491219,5.409305324600403,-9.438999999999991,5.433147761374897,3.556994845847804,-6.5332290606006005,2.9762342147527967,-5.813658151712801,-0.5368373764599994,-2.2074867618769005,-1.8472547163632955,-4.994085297256099,-1.1401514041734089,0.0192480211128103,-3.74390000000001,-2.813599999999999,-6.557000000000002,0.1204999999999927,-1.7111000000000018,-9.376000000000005,-41.0,19.0,76.0,-7.0,-44.0,178.0,-19.0,0.3378000000000014,182,-50,24,78,4,-282,-27,-60,165,-200,42,261,117,112,-73,170,-154,-108,174,-167,-158,-28,-95,-106,-119,-44,220,-69,214,-14,123,-1.1999999999999886,-27,-9.400000000000006,170,0.1999999999999886,-14,1,0.0083927813274456,3.3357710233431987,0.2196999999999889,-5.7941426001968,51.0,35.3,64.0,57.1,1.0,55.6,50.0,70.0,63.9,1.0,-4.6,-14.7,-6.0,-6.8,0.0
969,2018,136,1138,1112,89,68,1112,1138,0,1138,Arizona,Buffalo,4,13,-0.7694034213975982,2.0,-2.8549999999999898,6.167499999999999,3.312000000000012,-5.537099999999995,-2.799999999999997,-52,3.299999999999997,-19,-5.6000000000000085,208,1.6185422127190012,-0.3649999999999949,-0.6045498111559979,4.979973879747199,-4.375424068591201,2.5070214643775017,-0.2020160796637,-8.336084937848902,6.111346996055005,7.144420054222,1.7650000000000006,1.3345239189903992,5.2468668682546,-9.240445060492004,3.993578192237301,5.5004717385711,-3.077542617897559,-0.7136760242792022,2.750429754649197,2.0595293288235936,-0.5121164737657011,0.0121506576178501,-4.148499999999999,8.8761,4.727999999999994,-5.489199999999997,-0.546999999999997,2.3760000000000048,-68.0,-56.0,-27.0,200.0,-12.0,-11.0,191.0,-5.102599999999995,19,-52,-39,-19,208,-50,-14,16,-152,160,-29,6,207,-203,-205,-7,-27,-133,216,-211,88,-207,-28,161,63,-17,130,87,77,192,-13,-0.4000000000000057,-14,1.7999999999999972,-7,-5.0,192,-9,-0.0108134248993315,1.0451813527166998,-4.96629999999999,1.4845676811062063,45.3,11.1,72.7,46.9,1.4,46.5,36.1,75.9,55.0,1.0,-1.2,-25.0,-3.2,-8.1,0.4
970,2018,136,1181,1233,89,67,1181,1233,1,1181,Duke,Iona,2,15,0.9646812957157992,1.0,-13.744899999999989,26.223650000000003,12.479,-0.9817999999999928,-13.700000000000005,-209,12.400000000000006,-77,-1.0,35,4.80088608051037,-7.254300000000001,-1.3187419137692018,1.7082237266126017,-0.3894818128434991,4.5838822859698,-1.1137568169597998,-4.411894677301497,-2.7526122552840064,4.432053863324899,9.566999999999991,14.3675454292626,5.436750306120899,-6.271334488011497,0.9086034268941994,3.997269589241398,-1.05978756299597,-6.319838933939401,-3.806779216976501,1.4018958658340992,6.866844359107205,0.0104091969084308,-13.921000000000006,26.26217,12.341000000000008,-0.6944000000000017,-6.888499999999993,9.227000000000004,-205.0,-131.0,-77.0,22.0,-162.0,-63.0,29.0,-0.549199999999999,-16,-209,-134,-77,35,-211,-179,37,-59,11,-100,32,105,108,-135,-70,-300,-158,142,-48,89,-45,-230,-201,51,260,75,-78,86,40,-40,-7.299999999999997,-179,9.5,-70,-0.9000000000000057,40,-13,0.0121112217829481,1.5432617195563,-0.9180999999999956,2.0464204187724,48.0,33.0,73.1,55.1,1.6,43.3,20.8,71.4,47.5,1.6,4.7,12.2,1.7,7.6,0.0
971,2018,136,1196,1382,77,62,1196,1382,1,1196,Florida,St. Bonaventure,6,11,-3.561638282671097,-15.0,-4.014899999999997,7.7523,3.738,-2.319999999999993,-4.0,-50,3.700000000000003,-33,-2.300000000000012,122,1.8087327523602,-0.4580000000000126,6.301495973194804,-3.956532785891003,-2.344963187303801,-1.0139124762407974,-1.5586814849296005,6.548851949220499,-3.420714796336597,-7.9400840721473,-0.5670000000000073,-0.4743119561195996,-2.613637373476997,6.657172817673704,-4.0435354441966,-10.017217138499705,-1.730718042730949,-3.196486928104598,3.143917602301201,-9.842803155195496,1.6258496504326985,-0.0118574800853633,-4.666800000000009,7.5183,2.852000000000004,-2.4422,-0.4570000000000078,-1.36399999999999,-69.0,-46.0,-22.0,130.0,-12.0,13.0,51.0,-0.9650000000000034,89,-50,-46,-33,122,-47,-14,-200,144,89,39,43,-174,109,172,11,14,60,-156,173,-247,-135,-118,165,-278,90,-55,-4,-34,41,36,-0.5,-14,-0.5999999999999943,11,-0.8999999999999915,41,-5,0.0009088319310771,-2.137397033808501,-0.966300000000004,-0.9313072959347012,40.6,29.6,69.7,46.9,1.5,37.0,18.4,72.7,40.3,0.7,3.6,11.2,-3.0,6.6,0.8
972,2018,136,1211,1422,68,64,1211,1422,1,1211,Gonzaga,UNC Greensboro,4,13,-2.885990338164305,22.0,-0.6319000000000017,13.8154,13.182999999999993,4.210999999999999,-0.6000000000000085,-8,13.199999999999989,-160,4.200000000000003,-210,-2.79379669222582,1.719500000000011,4.141908207219295,0.8170954988103993,-4.959003706029598,7.109291008883595,1.853220552407599,-6.076017862312106,1.0431735351836977,6.074966478375497,12.101,-0.7077797513320974,5.7429845413754,-7.426511752211898,1.6835272108365018,-1.7430733837895005,0.1048209132575097,-3.1595057524748,2.916882767628998,-5.1538318199445,-0.9941584922296868,-0.0282770617222494,-1.5264999999999986,15.678999999999998,14.152,4.007500000000007,1.150500000000008,13.183000000000009,-13.0,-74.0,-152.0,-193.0,7.0,-110.0,-146.0,3.321799999999996,74,-8,-72,-160,-210,102,9,-123,-21,194,-127,-82,89,-48,-120,-118,11,-161,126,-36,-27,4,-53,146,-171,-51,-284,124,-235,-158,-128,1.7000000000000028,9,12.100000000000009,-118,3.3999999999999915,-158,-9,-0.0178943043019255,-3.709593233250601,3.3930000000000007,5.319734032573805,43.2,29.2,58.8,48.6,0.8,41.8,13.6,50.0,44.0,0.5,1.4,15.6,8.8,4.6,0.3
973,2018,136,1222,1361,67,65,1222,1361,1,1222,Houston,San Diego State,6,11,-1.4365401332946988,3.0,-1.998500000000007,6.145299999999999,4.146999999999991,-0.3808000000000078,-2.0,-17,4.099999999999994,-39,-0.3999999999999915,25,-0.1531066022028895,-2.295299999999997,-3.2677339348288967,-2.940018692085399,6.2077526269142,-1.4985346989334971,4.561087827988303,1.2570513372833003,0.2750666660769951,-2.5074631404488983,2.980000000000004,2.200021398384397,-3.0441691366961976,4.578000573684204,-1.5338314369880983,-2.8986413269984013,-1.73570198495423,-4.019471466776601,-0.8895866038723028,-1.9681701607183013,-2.3420791211360097,-0.0130084361805885,-1.888500000000008,6.389200000000001,4.501000000000005,-0.4346999999999923,-2.394299999999987,3.4040000000000106,-18.0,-33.0,-38.0,27.0,-10.0,-38.0,105.0,-1.968500000000006,43,-17,-32,-39,25,9,-11,92,105,-207,63,-181,-41,-9,75,-44,-49,87,-142,85,-72,-116,-76,-41,-60,-148,-137,-40,39,108,-63,-2.299999999999997,-11,3.0,-44,-2.0,108,-5,0.004520212510789,0.4625577569116998,-2.011299999999991,1.5917902920887954,37.2,38.7,73.9,42.5,0.8,37.0,25.0,60.0,40.7,0.9,0.2,13.7,13.9,1.8,-0.1
